"10","N05CA06","SECOBARBITAL","28:24.04","BARBITURATES","",""
"15638","","","92:02.00*","HOMEOPATHIC PRODUCTS","",""
"15639","","","92:02.00*","HOMEOPATHIC PRODUCTS","",""
"15640","","","92:02.00*","HOMEOPATHIC PRODUCTS","",""
"15641","","","92:02.00*","HOMEOPATHIC PRODUCTS","",""
"15642","","","92:02.00*","HOMEOPATHIC PRODUCTS","",""
"15643","","","92:02.00*","HOMEOPATHIC PRODUCTS","",""
"15644","","","92:02.00*","HOMEOPATHIC PRODUCTS","",""
"15645","","","92:02.00*","HOMEOPATHIC PRODUCTS","",""
"15646","","","92:02.00*","HOMEOPATHIC PRODUCTS","",""
"15647","","","92:02.00*","HOMEOPATHIC PRODUCTS","",""
"15648","","","92:02.00*","HOMEOPATHIC PRODUCTS","",""
"15649","","","92:02.00*","HOMEOPATHIC PRODUCTS","",""
"15650","","","92:02.00*","HOMEOPATHIC PRODUCTS","",""
"15651","","","92:02.00*","HOMEOPATHIC PRODUCTS","",""
"15652","","","92:02.00*","HOMEOPATHIC PRODUCTS","",""
"15653","","","92:02.00*","HOMEOPATHIC PRODUCTS","",""
"15654","","","92:02.00*","HOMEOPATHIC PRODUCTS","",""
"15655","","","92:02.00*","HOMEOPATHIC PRODUCTS","",""
"15656","","","92:02.00*","HOMEOPATHIC PRODUCTS","",""
"15657","","","92:02.00*","HOMEOPATHIC PRODUCTS","",""
"15658","","","92:02.00*","HOMEOPATHIC PRODUCTS","",""
"15659","","","92:02.00*","HOMEOPATHIC PRODUCTS","",""
"15660","","","92:02.00*","HOMEOPATHIC PRODUCTS","",""
"15661","","","92:02.00*","HOMEOPATHIC PRODUCTS","",""
"15662","","","92:02.00*","HOMEOPATHIC PRODUCTS","",""
"15663","","","92:02.00*","HOMEOPATHIC PRODUCTS","",""
"15664","","","92:02.00*","HOMEOPATHIC PRODUCTS","",""
"15665","G03BA03","TESTOSTERONE","68:08.00","ANDROGENS","",""
"15666","V07AV","TECHNICAL DISINFECTANTS","38:00.00","DISINFECTANTS (FOR AGENTS USED ON OBJECT)","",""
"15667","V03AB14","PROTAMINE","20:28.08","ANTIHEPARIN AGENTS","",""
"15668","","","92:02.00*","HOMEOPATHIC PRODUCTS","",""
"15669","","","92:02.00*","HOMEOPATHIC PRODUCTS","",""
"1567","","","92:01.00*","HERBS AND NATURAL PRODUCTS","",""
"15670","","","92:02.00*","HOMEOPATHIC PRODUCTS","",""
"15671","","","92:02.00*","HOMEOPATHIC PRODUCTS","",""
"15672","","","92:02.00*","HOMEOPATHIC PRODUCTS","",""
"15674","D06AX55","BACITRACIN, COMBINATIONS","84:04.04","ANTIBIOTICS","",""
"15674","D06AX55","BACITRACIN, COMBINATIONS","84:08.00","ANTIPRURITICS AND LOCAL ANESTHETICS","",""
"15675","","","92:02.00*","HOMEOPATHIC PRODUCTS","",""
"15676","","","92:02.00*","HOMEOPATHIC PRODUCTS","",""
"15677","","","92:02.00*","HOMEOPATHIC PRODUCTS","",""
"15678","","","92:02.00*","HOMEOPATHIC PRODUCTS","",""
"15679","","","92:02.00*","HOMEOPATHIC PRODUCTS","",""
"1568","","","92:01.00*","HERBS AND NATURAL PRODUCTS","",""
"15680","","","92:02.00*","HOMEOPATHIC PRODUCTS","",""
"15681","A11HA03","TOCOPHEROL (VIT E)","88:20.00","VITAMIN E","",""
"15683","","","92:02.00*","HOMEOPATHIC PRODUCTS","",""
"15684","","","92:02.00*","HOMEOPATHIC PRODUCTS","",""
"15686","A11EX","VITAMIN B-COMPLEX, OTHER COMBINATIONS","88:28.01*","VITAMINS & MINERALS","",""
"15687","C07AA03","PINDOLOL","24:24.00","BETA-ADRENERGIC BLOCKING AGENTS","",""
"15688","V07AV","TECHNICAL DISINFECTANTS","38:00.00","DISINFECTANTS (FOR AGENTS USED ON OBJECT)","",""
"15690","V07AV","TECHNICAL DISINFECTANTS","38:00.00","DISINFECTANTS (FOR AGENTS USED ON OBJECT)","",""
"15695","C07AA03","PINDOLOL","24:24.00","BETA-ADRENERGIC BLOCKING AGENTS","",""
"15696","C07AA03","PINDOLOL","24:24.00","BETA-ADRENERGIC BLOCKING AGENTS","",""
"15697","J01CE10","BENZATHINE PHENOXYMETHYLPENICILLIN","08:12.16.04","NATURAL PENICILLINS","",""
"15698","N03AA03","PRIMIDONE","28:12.04","BARBITURATES","",""
"15699","C01DA08","ISOSORBIDE DINITRATE","24:12.08","NITRATES AND NITRITES","",""
"15700","C07AA05","PROPRANOLOL","24:24.00","BETA-ADRENERGIC BLOCKING AGENTS","",""
"15701","N01AB01","HALOTHANE","28:04.16","INHALATION ANESTHETICS","",""
"15702","","","88:29.00*","MINERALS","",""
"15703","V04CG04","PENTAGASTRIN","36:36.00","GASTRIC FUNCTION","",""
"15705","N02BE01","ACETAMINOPHEN (PARACETAMOL)","28:08.92","MISCELLANEOUS ANALGESICS AND ANTIPYRETICS","",""
"15710","A11AA03","MULTIVITAMINS AND OTHER MINERALS INCL COMBINATIONS","88:28.01*","VITAMINS & MINERALS","",""
"15720","D07AC03","DESOXIMETASONE","84:06.00","ANTI-INFLAMMATORY AGENTS","",""
"15721","R02AA12","HEXYLRESORCINOL","52:04.92","MISCELLANEOUS ANTI-INFECTIVES","",""
"15723","R02AA12","HEXYLRESORCINOL","52:04.92","MISCELLANEOUS ANTI-INFECTIVES","",""
"15724","R02AA12","HEXYLRESORCINOL","52:04.92","MISCELLANEOUS ANTI-INFECTIVES","",""
"15725","R02AA12","HEXYLRESORCINOL","52:04.92","MISCELLANEOUS ANTI-INFECTIVES","",""
"15726","D02BA30","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION","84:80.00","SUNSCREEN AGENTS","",""
"15727","N02AA01","MORPHINE","28:08.08","OPIATE AGONISTS","",""
"15728","N02AA01","MORPHINE","28:08.08","OPIATE AGONISTS","",""
"15729","N02AA01","MORPHINE","28:08.08","OPIATE AGONISTS","",""
"15730","A11AA03","MULTIVITAMINS AND OTHER MINERALS INCL COMBINATIONS","88:28.01*","VITAMINS & MINERALS","",""
"15731","D02BA30","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION","84:80.00","SUNSCREEN AGENTS","",""
"15732","D02BA30","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION","84:80.00","SUNSCREEN AGENTS","",""
"15733","D02BA30","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION","84:80.00","SUNSCREEN AGENTS","",""
"15734","S01EC01","ACETAZOLAMIDE","52:40.12","CARBONIC ANHYDRASE INHIBITORS","",""
"15735","S01EC01","ACETAZOLAMIDE","52:40.12","CARBONIC ANHYDRASE INHIBITORS","",""
"15736","S01EC01","ACETAZOLAMIDE","52:40.12","CARBONIC ANHYDRASE INHIBITORS","",""
"15737","D01AE14","CICLOPIROX","84:04.08.20","HYDROXYPYRIDONES","",""
"15738","A11DA01","THIAMINE (VIT B1)","88:08.00","VITAMIN B COMPLEX","",""
"15741","A11AA03","MULTIVITAMINS AND OTHER MINERALS INCL COMBINATIONS","88:28.01*","VITAMINS & MINERALS","",""
"15742","A11AA03","MULTIVITAMINS AND OTHER MINERALS INCL COMBINATIONS","88:28.01*","VITAMINS & MINERALS","",""
"15743","","","92:02.00*","HOMEOPATHIC PRODUCTS","",""
"15744","","","92:02.00*","HOMEOPATHIC PRODUCTS","",""
"15745","A11JC","VITAMINS, OTHER COMBINATIONS","88:20.00","VITAMIN E","",""
"15745","A11JC","VITAMINS, OTHER COMBINATIONS","88:30.00*","OTHER NUTRITIONAL AGENTS","",""
"15746","","","88:30.00*","OTHER NUTRITIONAL AGENTS","",""
"15747","","","88:28.01*","VITAMINS & MINERALS","",""
"15749","A12CB03","ZINC PROTEIN COMPLEX","88:29.00*","MINERALS","",""
"1575","","","92:01.00*","HERBS AND NATURAL PRODUCTS","",""
"15752","A11AA03","MULTIVITAMINS AND OTHER MINERALS INCL COMBINATIONS","88:28.01*","VITAMINS & MINERALS","",""
"15754","A11JC","VITAMINS, OTHER COMBINATIONS","88:28.01*","VITAMINS & MINERALS","",""
"15755","V03AN01","OXYGEN","92:00.00","MISCELLANEOUS THERAPEUTIC AGENTS","",""
"15756","C01AA05","DIGOXIN","24:04.08","CARDIOTONIC AGENTS","",""
"15758","G03CA57","CONJUGATED ESTROGENS","68:16.04","ESTROGENS","",""
"15759","G03CA57","CONJUGATED ESTROGENS","68:16.04","ESTROGENS","",""
"1576","","","92:01.00*","HERBS AND NATURAL PRODUCTS","",""
"15760","G03CA57","CONJUGATED ESTROGENS","68:16.04","ESTROGENS","",""
"15761","G03CA57","CONJUGATED ESTROGENS","68:16.04","ESTROGENS","",""
"15762","G03CA57","CONJUGATED ESTROGENS","68:16.04","ESTROGENS","",""
"15763","B05D","PERITONEAL DIALYTICS","40:36.00","IRRIGATING SOLUTIONS","",""
"15764","B05D","PERITONEAL DIALYTICS","40:36.00","IRRIGATING SOLUTIONS","",""
"15765","B05D","PERITONEAL DIALYTICS","40:36.00","IRRIGATING SOLUTIONS","",""
"15766","B05D","PERITONEAL DIALYTICS","40:36.00","IRRIGATING SOLUTIONS","",""
"15767","B05D","PERITONEAL DIALYTICS","40:36.00","IRRIGATING SOLUTIONS","",""
"15768","B05D","PERITONEAL DIALYTICS","40:36.00","IRRIGATING SOLUTIONS","",""
"15769","B05D","PERITONEAL DIALYTICS","40:36.00","IRRIGATING SOLUTIONS","",""
"15772","B05D","PERITONEAL DIALYTICS","40:36.00","IRRIGATING SOLUTIONS","",""
"15773","","","38:00.00","DISINFECTANTS (FOR AGENTS USED ON OBJECT)","",""
"15775","A01AB","ANTIINFECTIVES FOR LOCAL ORAL TREATMENT","84:04.92","MISCELLANEOUS LOCAL ANTI-INFECTIVES","",""
"15776","A11CA02","BETA-CAROTENE","88:04.00","VITAMIN A","",""
"15777","A11CC02","DIHYDROTACHYSTEROL","88:16.00","VITAMIN D","",""
"15778","B05D","PERITONEAL DIALYTICS","40:36.00","IRRIGATING SOLUTIONS","",""
"15779","G03AC03","LEVONORGESTREL","68:12.00","CONTRACEPTIVES","",""
"1578","A06AC01","ISPAGHULA (PSYLLA SEEDS)","56:12.00","CATHARTICS AND LAXATIVES","",""
"15780","V08AC08","SODIUM IOPODATE","36:68.00","ROENTGENOGRAPHY","",""
"15781","A02AF02","ORDINARY SALT COMBINATIONS AND ANTIFLATULENTS","56:04.00","ANTACIDS AND ADSORBENTS","",""
"15782","G03CA57","CONJUGATED ESTROGENS","68:16.04","ESTROGENS","",""
"15783","D02BA30","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION","84:80.00","SUNSCREEN AGENTS","",""
"15784","D02BA02","OCTYL METHOXYCINNAMATE","84:80.00","SUNSCREEN AGENTS","",""
"15785","","","92:02.00*","HOMEOPATHIC PRODUCTS","",""
"15787","D06AX05","BACITRACIN","84:04.04","ANTIBIOTICS","",""
"15787","D06AX05","BACITRACIN","84:08.00","ANTIPRURITICS AND LOCAL ANESTHETICS","",""
"15788","R05FA02","OPIUM DERIVATIVES AND EXPECTORANTS","48:08.00","ANTITUSSIVES","",""
"15789","R05DA09","DEXTROMETHORPHAN","48:08.00","ANTITUSSIVES","",""
"1579","","","92:01.00*","HERBS AND NATURAL PRODUCTS","",""
"15790","R05DA20","COMBINATIONS","48:08.00","ANTITUSSIVES","",""
"15795","R05FA02","OPIUM DERIVATIVES AND EXPECTORANTS","48:08.00","ANTITUSSIVES","",""
"15796","R05FA02","OPIUM DERIVATIVES AND EXPECTORANTS","48:08.00","ANTITUSSIVES","",""
"15796","R05FA02","OPIUM DERIVATIVES AND EXPECTORANTS","48:16.00","EXPECTORANTS","",""
"15797","R05DA09","DEXTROMETHORPHAN","48:08.00","ANTITUSSIVES","",""
"15798","R05FA02","OPIUM DERIVATIVES AND EXPECTORANTS","48:08.00","ANTITUSSIVES","",""
"15799","D02BA30","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION","84:80.00","SUNSCREEN AGENTS","",""
"158","H03BA02","PROPYLTHIOURACIL","68:36.08","ANTITHYROID AGENTS","",""
"15800","A01AA51","SODIUM FLUORIDE, COMBINATIONS","34:00.00","DENTAL AGENTS","",""
"15802","D08AE05","CHLOROXYLENOL","84:04.92","MISCELLANEOUS LOCAL ANTI-INFECTIVES","",""
"15804","D07AB08","DESONIDE","84:06.00","ANTI-INFLAMMATORY AGENTS","",""
"15806","R02AB20","COMBINATION OF ANTIBIOTICS","52:04.04","ANTIBACTERIALS","",""
"15806","R02AB20","COMBINATION OF ANTIBIOTICS","52:16.00","LOCAL ANESTHETICS","",""
"15811","D02BA30","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION","84:80.00","SUNSCREEN AGENTS","",""
"15812","V07AV","TECHNICAL DISINFECTANTS","38:00.00","DISINFECTANTS (FOR AGENTS USED ON OBJECT)","",""
"15813","A11EX","VITAMIN B-COMPLEX, OTHER COMBINATIONS","88:08.00","VITAMIN B COMPLEX","",""
"15813","A11EX","VITAMIN B-COMPLEX, OTHER COMBINATIONS","88:28.00","MULTIVITAMIN PREPARATIONS","",""
"15815","A11EB","VITAMIN B-COMPLEX WITH VITAMIN C","88:08.00","VITAMIN B COMPLEX","",""
"15815","A11EB","VITAMIN B-COMPLEX WITH VITAMIN C","88:12.00","VITAMIN C","",""
"15816","A11EB","VITAMIN B-COMPLEX WITH VITAMIN C","88:08.00","VITAMIN B COMPLEX","",""
"15816","A11EB","VITAMIN B-COMPLEX WITH VITAMIN C","88:12.00","VITAMIN C","",""
"15817","D11AA","ANTIHIDROTICS","84:12.00","ASTRINGENTS AND DEODORANTS","",""
"15818","D11AA","ANTIHIDROTICS","84:12.00","ASTRINGENTS AND DEODORANTS","",""
"15820","C10AA04","FLUVASTATIN","24:06.08","HMG-COA REDUCTASE INHIBITORS","",""
"15821","C10AA04","FLUVASTATIN","24:06.08","HMG-COA REDUCTASE INHIBITORS","",""
"15823","N02BA11","DIFLUNISAL","28:08.04.92","OTHER NONSTEROIDAL ANTIIMFLAMMATORY AGENTS","",""
"15824","C10AB04","GEMFIBROZIL","24:06.06","FRIBIC ACID DERIVATIVES","",""
"15825","C10AB04","GEMFIBROZIL","24:06.06","FRIBIC ACID DERIVATIVES","",""
"15826","N02BA11","DIFLUNISAL","28:08.04.92","OTHER NONSTEROIDAL ANTIIMFLAMMATORY AGENTS","",""
"15827","R02AB20","COMBINATION OF ANTIBIOTICS","52:04.04","ANTIBACTERIALS","",""
"15829","D08AE55","CHLOROXYLENOL, COMBINATIONS","84:04.92","MISCELLANEOUS LOCAL ANTI-INFECTIVES","",""
"15830","V07AV","TECHNICAL DISINFECTANTS","38:00.00","DISINFECTANTS (FOR AGENTS USED ON OBJECT)","",""
"15831","M01AE11","TIAPROFENIC ACID","28:08.04.92","OTHER NONSTEROIDAL ANTIIMFLAMMATORY AGENTS","",""
"15832","D11AA","ANTIHIDROTICS","84:12.00","ASTRINGENTS AND DEODORANTS","",""
"15833","A02BA01","CIMETIDINE","56:28.12","HISTAMINE H2-ANTAGONISTS","",""
"15835","D02BA30","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION","84:80.00","SUNSCREEN AGENTS","",""
"15837","D11AA","ANTIHIDROTICS","84:12.00","ASTRINGENTS AND DEODORANTS","",""
"15838","P01AX07","TRIMETREXATE","08:30.92","MISCELLANEOUS ANTIPROTOZOALS","",""
"15839","D11AA","ANTIHIDROTICS","84:12.00","ASTRINGENTS AND DEODORANTS","",""
"1584","A11GA01","ASCORBIC ACID (VIT C)","88:12.00","VITAMIN C","",""
"15840","D11AA","ANTIHIDROTICS","84:12.00","ASTRINGENTS AND DEODORANTS","",""
"15841","V07AV","TECHNICAL DISINFECTANTS","38:00.00","DISINFECTANTS (FOR AGENTS USED ON OBJECT)","",""
"15842","A11GA01","ASCORBIC ACID (VIT C)","88:12.00","VITAMIN C","",""
"15843","A11EB","VITAMIN B-COMPLEX WITH VITAMIN C","88:28.00","MULTIVITAMIN PREPARATIONS","",""
"15844","","","88:28.00","MULTIVITAMIN PREPARATIONS","",""
"15845","D02BA30","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION","84:80.00","SUNSCREEN AGENTS","",""
"15846","D07AD02","HALCINONIDE","84:06.00","ANTI-INFLAMMATORY AGENTS","",""
"15847","J07BB01","INFLUENZA, INACTIVATED, WHOLE VIRUS","80:12.00","VACCINES","",""
"15848","J07BD01","MORBILLI, LIVE ATTENUATED","80:12.00","VACCINES","",""
"15849","J07BJ01","RUBELLA, LIVE ATTENUATED","80:12.00","VACCINES","",""
"15850","S02DA30","COMBINATIONS","52:16.00","LOCAL ANESTHETICS","",""
"15851","A11EB","VITAMIN B-COMPLEX WITH VITAMIN C","88:28.00","MULTIVITAMIN PREPARATIONS","",""
"15852","C01DA08","ISOSORBIDE DINITRATE","24:12.08","NITRATES AND NITRITES","",""
"15853","C01DA08","ISOSORBIDE DINITRATE","24:12.08","NITRATES AND NITRITES","",""
"15854","C01DA08","ISOSORBIDE DINITRATE","24:12.08","NITRATES AND NITRITES","",""
"15855","A11AA03","MULTIVITAMINS AND OTHER MINERALS INCL COMBINATIONS","88:28.01*","VITAMINS & MINERALS","",""
"15856","A11AA01","MULTIVITAMINS AND IRON","88:28.01*","VITAMINS & MINERALS","",""
"15857","A11AA01","MULTIVITAMINS AND IRON","88:28.01*","VITAMINS & MINERALS","",""
"15858","A11AA03","MULTIVITAMINS AND OTHER MINERALS INCL COMBINATIONS","88:28.01*","VITAMINS & MINERALS","",""
"15859","A11AA03","MULTIVITAMINS AND OTHER MINERALS INCL COMBINATIONS","88:28.01*","VITAMINS & MINERALS","",""
"1586","R05X","Other cold preparations","48:01.00*","OTHER COLD AND COUGH PREPARATIONS","",""
"15860","A11EB","VITAMIN B-COMPLEX WITH VITAMIN C","88:08.00","VITAMIN B COMPLEX","",""
"15860","A11EB","VITAMIN B-COMPLEX WITH VITAMIN C","88:12.00","VITAMIN C","",""
"15861","A02AD02","MAGALDRATE","56:04.00","ANTACIDS AND ADSORBENTS","",""
"15862","A02AF01","MAGALDRATE AND ANTIFLATULENTS","56:04.00","ANTACIDS AND ADSORBENTS","",""
"15863","A02AD02","MAGALDRATE","56:04.00","ANTACIDS AND ADSORBENTS","",""
"15864","V07AB","SOLVENTS AND DILUTING AGENTS,INCL IRRIGAT SOLUT","40:50.00*","DILUENTS","",""
"15865","V07AB","SOLVENTS AND DILUTING AGENTS,INCL IRRIGAT SOLUT","40:50.00*","DILUENTS","",""
"15866","V07AB","SOLVENTS AND DILUTING AGENTS,INCL IRRIGAT SOLUT","40:50.00*","DILUENTS","",""
"15869","D02BA30","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION","84:80.00","SUNSCREEN AGENTS","",""
"15871","D10AE01","BENZOYL PEROXIDE","84:28.00","KERATOLYTIC AGENTS","",""
"15872","D11AA","ANTIHIDROTICS","84:12.00","ASTRINGENTS AND DEODORANTS","",""
"15875","D02BA30","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION","84:80.00","SUNSCREEN AGENTS","",""
"15876","D02BA30","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION","84:80.00","SUNSCREEN AGENTS","",""
"15879","R03BC01","CROMOGLICIC ACID","48:10.32","MAST-CELL STABILIZERS","",""
"15881","A02AF02","ORDINARY SALT COMBINATIONS AND ANTIFLATULENTS","56:04.00","ANTACIDS AND ADSORBENTS","",""
"15882","N02BE01","ACETAMINOPHEN (PARACETAMOL)","28:08.92","MISCELLANEOUS ANALGESICS AND ANTIPYRETICS","",""
"15883","D07AC03","DESOXIMETASONE","84:06.00","ANTI-INFLAMMATORY AGENTS","",""
"15885","R05DA20","COMBINATIONS","48:08.00","ANTITUSSIVES","",""
"15886","D07AC01","BETAMETHASONE","84:06.00","ANTI-INFLAMMATORY AGENTS","",""
"15887","D07AC01","BETAMETHASONE","84:06.00","ANTI-INFLAMMATORY AGENTS","",""
"15888","D07AC01","BETAMETHASONE","84:06.00","ANTI-INFLAMMATORY AGENTS","",""
"15889","G03CA57","CONJUGATED ESTROGENS","68:16.04","ESTROGENS","",""
"1589","L01DC01","BLEOMYCIN","10:00.00","ANTINEOPLASTIC AGENTS","",""
"15890","A07DA02","OPIUM","56:08.00","ANTIDIARRHEA AGENTS","",""
"15891","A03AB02","GLYCOPYRRONIUM","12:08.08","ANTIMUSCARINICS ANTISPASMODICS","",""
"15892","C01CA11","MEPHENTERMINE","12:12.00","SYMPATHOMIMETIC (ADRENERGIC) AGENTS","",""
"15893","D10AF52","ERYTHROMYCIN, COMBINATIONS","84:04.04","ANTIBIOTICS","",""
"15894","J05AB01","ACYCLOVIR","08:18.32","NUCLEOSIDES AND NUCLEOTIDES","",""
"15895","J05AB01","ACYCLOVIR","08:18.32","NUCLEOSIDES AND NUCLEOTIDES","",""
"15896","J05AB01","ACYCLOVIR","08:18.32","NUCLEOSIDES AND NUCLEOTIDES","",""
"15898","","","92:01.00*","HERBS AND NATURAL PRODUCTS","",""
"159","H03BA02","PROPYLTHIOURACIL","68:36.08","ANTITHYROID AGENTS","",""
"15900","A02BA01","CIMETIDINE","56:28.12","HISTAMINE H2-ANTAGONISTS","",""
"15901","C04AD02","XANTINOL NICOTINATE","24:06.00","ANTILIPEMIC AGENTS","",""
"15905","N05BA10","KETAZOLAM","28:24.08","BENZODIAZEPINES","",""
"15906","C03EA01","HYDROCHLOROTHIAZIDE AND POTASSIUM-SPARING AGENTS","40:28.16","POTASSIUM-SPARING DIURETICS","",""
"15906","C03EA01","HYDROCHLOROTHIAZIDE AND POTASSIUM-SPARING AGENTS","40:28.20","THIAZIDE DIURETICS","",""
"15907","A06AB53","DANTRON, COMBINATIONS","56:12.00","CATHARTICS AND LAXATIVES","",""
"15911","","","92:02.00*","HOMEOPATHIC PRODUCTS","",""
"15913","A11JB","VITAMINS WITH MINERALS","88:28.01*","VITAMINS & MINERALS","",""
"15914","D02AE01","CARBAMIDE","84:28.00","KERATOLYTIC AGENTS","",""
"15915","","","92:02.00*","HOMEOPATHIC PRODUCTS","",""
"15916","D07XA01","HYDROCORTISONE","84:06.00","ANTI-INFLAMMATORY AGENTS","",""
"15916","D07XA01","HYDROCORTISONE","84:28.00","KERATOLYTIC AGENTS","",""
"15919","D02BA30","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION","84:80.00","SUNSCREEN AGENTS","",""
"15926","M01AB03","TOLMETIN","28:08.04.92","OTHER NONSTEROIDAL ANTIIMFLAMMATORY AGENTS","",""
"15929","","","92:02.00*","HOMEOPATHIC PRODUCTS","",""
"15931","","","92:02.00*","HOMEOPATHIC PRODUCTS","",""
"15934","D02BA30","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION","84:80.00","SUNSCREEN AGENTS","",""
"15935","D02BA","PROTECTIVES AGAINST UV-RADIATION FOR TOPICAL USE","84:80.00","SUNSCREEN AGENTS","",""
"15936","D02BA30","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION","84:80.00","SUNSCREEN AGENTS","",""
"15937","D02BA30","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION","84:80.00","SUNSCREEN AGENTS","",""
"15938","D02BA30","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION","84:80.00","SUNSCREEN AGENTS","",""
"15939","B01AB10","TINZAPARIN","20:12.04.16","HEPARINS","",""
"15941","N02AA01","MORPHINE","28:08.08","OPIATE AGONISTS","",""
"15943","A12CB02","ZINC GLUCONATE","88:29.00*","MINERALS","",""
"15949","A02AF02","ORDINARY SALT COMBINATIONS AND ANTIFLATULENTS","56:04.00","ANTACIDS AND ADSORBENTS","",""
"1595","A11AA03","MULTIVITAMINS AND OTHER MINERALS INCL COMBINATIONS","88:20.00","VITAMIN E","",""
"15950","D05AA","TARS","84:28.00","KERATOLYTIC AGENTS","",""
"15952","A11AA03","MULTIVITAMINS AND OTHER MINERALS INCL COMBINATIONS","88:28.01*","VITAMINS & MINERALS","",""
"15954","V07AV","TECHNICAL DISINFECTANTS","38:00.00","DISINFECTANTS (FOR AGENTS USED ON OBJECT)","",""
"15957","C03DB02","TRIAMTERENE","40:28.16","POTASSIUM-SPARING DIURETICS","",""
"15958","M02AX10","VARIOUS","84:24.04","BASIC LOTIONS AND LINIMENTS","",""
"1596","A11AA03","MULTIVITAMINS AND OTHER MINERALS INCL COMBINATIONS","88:20.00","VITAMIN E","",""
"15961","A12AA20","CALCIUM (DIFFERENT SALTS IN COMBINATION)","40:12.00","REPLACEMENT PREPARATIONS","",""
"15967","S01EB03","ECOTHIOPATE","52:40.20","MIOTICS","",""
"15969","D02BA30","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION","84:80.00","SUNSCREEN AGENTS","",""
"1597","J01GB03","GENTAMICIN","08:12.02","AMINOGLYCOSIDES","",""
"15970","M02AC","PREPARATIONS WITH SALICYLIC ACID DERIVATIVES","28:08.04.24","SALICYLATES","",""
"15971","D08AE04","TRICLOSAN","84:04.92","MISCELLANEOUS LOCAL ANTI-INFECTIVES","",""
"15977","","","92:02.00*","HOMEOPATHIC PRODUCTS","",""
"15978","","","92:02.00*","HOMEOPATHIC PRODUCTS","",""
"15979","","","92:02.00*","HOMEOPATHIC PRODUCTS","",""
"15980","","","92:02.00*","HOMEOPATHIC PRODUCTS","",""
"15981","","","92:02.00*","HOMEOPATHIC PRODUCTS","",""
"15982","","","92:02.00*","HOMEOPATHIC PRODUCTS","",""
"15983","","","92:02.00*","HOMEOPATHIC PRODUCTS","",""
"15984","","","92:02.00*","HOMEOPATHIC PRODUCTS","",""
"15985","","","92:02.00*","HOMEOPATHIC PRODUCTS","",""
"15986","","","92:02.00*","HOMEOPATHIC PRODUCTS","",""
"15987","","","92:02.00*","HOMEOPATHIC PRODUCTS","",""
"15988","","","92:02.00*","HOMEOPATHIC PRODUCTS","",""
"15989","","","92:02.00*","HOMEOPATHIC PRODUCTS","",""
"15990","","","92:02.00*","HOMEOPATHIC PRODUCTS","",""
"15991","","","92:02.00*","HOMEOPATHIC PRODUCTS","",""
"15992","","","92:02.00*","HOMEOPATHIC PRODUCTS","",""
"15993","","","92:02.00*","HOMEOPATHIC PRODUCTS","",""
"15994","","","92:02.00*","HOMEOPATHIC PRODUCTS","",""
"15995","","","92:02.00*","HOMEOPATHIC PRODUCTS","",""
"15996","","","92:02.00*","HOMEOPATHIC PRODUCTS","",""
"15997","","","92:02.00*","HOMEOPATHIC PRODUCTS","",""
"15998","","","92:02.00*","HOMEOPATHIC PRODUCTS","",""
"15999","","","92:02.00*","HOMEOPATHIC PRODUCTS","",""
"1600","A12AA20","CALCIUM (DIFFERENT SALTS IN COMBINATION)","40:12.00","REPLACEMENT PREPARATIONS","",""
"16000","","","92:02.00*","HOMEOPATHIC PRODUCTS","",""
"16001","","","92:02.00*","HOMEOPATHIC PRODUCTS","",""
"16002","","","92:02.00*","HOMEOPATHIC PRODUCTS","",""
"16003","","","92:02.00*","HOMEOPATHIC PRODUCTS","",""
"16004","","","92:02.00*","HOMEOPATHIC PRODUCTS","",""
"16005","","","92:02.00*","HOMEOPATHIC PRODUCTS","",""
